50, 17.066873, 5.113521, 
50, 17.328947, 5.241489, 
50, 17.597236, 5.365765, 
50, 17.871322, 5.481724, 
50, 18.150677, 5.587101, 
50, 18.434739, 5.681242, 
50, 18.722962, 5.764466, 
50, 19.014842, 5.837599, 
50, 19.309926, 5.901685, 
50, 19.607817, 5.957807, 
50, 19.908167, 6.006999, 
50, 20.210677, 6.050197, 
50, 20.519529, 6.177043, 
50, 20.831613, 6.241688, 
50, 21.142720, 6.222137, 
50, 21.452733, 6.200259, 
50, 21.761517, 6.175687, 
50, 22.068916, 6.147984, 
50, 22.374748, 6.116626, 
50, 22.678797, 6.080992, 
50, 22.980814, 6.040340, 
50, 23.280504, 5.993791, 
50, 23.577519, 5.940310, 
50, 23.871454, 5.878696, 
50, 24.161833, 5.807586, 
50, 24.448108, 5.725499, 
50, 24.729656, 5.630945, 
50, 25.005788, 5.522645, 
50, 25.275785, 5.399948, 
50, 25.538960, 5.263505, 
50, 25.794774, 5.116264, 
50, 26.043007, 4.964672, 
50, 26.283989, 4.819636, 
50, 26.518808, 4.696384, 
50, 26.749415, 4.612141, 
50, 26.978288, 4.577454, 
50, 27.207997, 4.594187, 
50, 27.440829, 4.656623, 
50, 27.678326, 4.749945, 
50, 27.921102, 4.855527, 
50, 28.168923, 4.956426, 
50, 28.420940, 5.040325, 
50, 28.675935, 5.099901, 
50, 28.932769, 5.136685, 
50, 29.190559, 5.155802, 
50, 29.448515, 5.159118, 
50, 29.705940, 5.148493, 
50, 29.962233, 5.125856, 
50, 30.216883, 5.093009, 
50, 30.469460, 5.051542, 
50, 30.719601, 5.002820, 
50, 30.967001, 4.947995, 
50, 31.211402, 4.888027, 
50, 31.452588, 4.823713, 
50, 31.690374, 4.755715, 
50, 31.924603, 4.684581, 
50, 32.155141, 4.610767, 
50, 32.381873, 4.534649, 
50, 32.604701, 4.456542, 
50, 32.823536, 4.376708, 
50, 33.038304, 4.295364, 
50, 33.248939, 4.212691, 
50, 33.455381, 4.128841, 
50, 33.657578, 4.043936, 
50, 33.855482, 3.958081, 
50, 34.049049, 3.871357, 
50, 34.238241, 3.783831, 
50, 34.423019, 3.695555, 
50, 34.603347, 3.606569, 
50, 34.779192, 3.516900, 
50, 34.950521, 3.426567, 
50, 35.117299, 3.335578, 
50, 35.279496, 3.243935, 
50, 35.437078, 3.151632, 
50, 35.590011, 3.058658, 
50, 35.738260, 2.964996, 
50, 35.881792, 2.870624, 
50, 36.020568, 2.775518, 
50, 36.154550, 2.679651, 
50, 36.283700, 2.582993, 
50, 36.407976, 2.485517, 
50, 36.527335, 2.387193, 
50, 36.641735, 2.287994, 
50, 36.751130, 2.187895, 
50, 36.855474, 2.086876, 
50, 36.954719, 1.984919, 
50, 37.048820, 1.882014, 
50, 37.137728, 1.778155, 
50, 37.221395, 1.673343, 
50, 37.299774, 1.567588, 
50, 37.372820, 1.460905, 
50, 37.440486, 1.353320, 
50, 37.502729, 1.244865, 
50, 37.559508, 1.135580, 
50, 37.610784, 1.025512, 
50, 37.656519, 0.914717, 
50, 37.696682, 0.803256, 
50, 37.731242, 0.691199, 
50, 37.760173, 0.578617, 
50, 37.783452, 0.465590, 
50, 37.801385, 0.358647, 
50, 37.814635, 0.265013, 
50, 37.823908, 0.185454, 
50, 37.829911, 0.120047, 
50, 37.833353, 0.068840, 
50, 37.834946, 0.031865, 
50, 37.835403, 0.009140, 
50, 37.835436, 0.000670, 
50, 37.835436, 0.000000, 
